air_store_id,min_visitors,mean_visitors,median_visitors,max_visitors,count_observations,air_genre_name,air_area_name,latitude,longitude
air_220cba70c890b119,4,17.34146341,16,33,41,Bar/Cocktail,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_22682e965418936f,1,14.95348837,13,54,43,Bar/Cocktail,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_228f10bec0bda9c8,5,15.3,15,29,40,Italian/French,Ōsaka-fu Suita-shi Izumichō,34.7594526,135.51686
air_232dcee6f7c51d37,1,8.260869565,8,21,69,Cafe/Sweets,Tōkyō-to Shinjuku-ku Nishishinjuku,35.6921398,139.6854735
air_234d3dbf7f3d5a50,5,13.67647059,14,29,68,Dining bar,Tōkyō-to Machida-shi Morino,35.546631,139.4386186
air_23e1b11aee2a1407,26,58.52380952,59,90,42,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_23ee674e91469086,14,35.98484848,36,67,66,Cafe/Sweets,Tōkyō-to Koganei-shi Honchō,35.6994733,139.5029916
air_24b9b2a020826ede,14,33.55384615,33,60,65,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi,33.8808817,130.8734191
air_24e8414b9b07decb,2,5.289473684,6,8,38,Other,Tōkyō-to Shibuya-ku Higashi,35.6532174,139.7110363
air_2545dd3a00f265e2,14,44.04651163,43,86,43,Cafe/Sweets,Tōkyō-to Toshima-ku Higashiikebukuro,35.7262319,139.7232404
air_256be208a979e023,1,9.666666667,8,24,42,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_2570ccb93badde68,26,43.5,43,96,68,Izakaya,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_258ad2619d7bff9a,4,32.55813953,33,68,43,Izakaya,Tōkyō-to Kōtō-ku Tōyō,35.6728535,139.8174097
air_258dc112912fc458,53,74.85714286,76,95,42,Japanese food,Tōkyō-to Edogawa-ku Chūō,35.7066569,139.8684267
air_25c583983246b7b0,5,34.93333333,33,89,30,Dining bar,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_25d8e5cc57dd87d9,1,24.55384615,24,46,65,Western food,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_25e9888d30b386df,1,6.629032258,5,33,62,Izakaya,Tōkyō-to Shinagawa-ku Higashigotanda,35.6265683,139.7258581
air_2634e41551e9807d,2,13.61764706,12,46,68,Izakaya,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_26c5bbeb7bb82bf1,12,35.72307692,34,127,65,Cafe/Sweets,Tōkyō-to Kita-ku Ōjihonchō,35.7528042,139.7334805
air_26f10355d9b4d82a,7,31.34146341,30,74,41,Other,Ōsaka-fu Ōsaka-shi Kyōmachibori,34.6876966,135.4954131
air_275732a5db46f4d3,10,20.62686567,20,38,67,Cafe/Sweets,Tōkyō-to Setagaya-ku Okusawa,35.6021252,139.6719581
air_27e991812b0d9c92,18,43.49253731,39,182,67,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_28064154614b2e6c,4,27.55813953,28,65,43,Izakaya,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_287d2de7d3c93406,18,38.29411765,37,84,68,Bar/Cocktail,Tōkyō-to Toshima-ku Minamiikebukuro,35.7248234,139.7159634
air_28a9fa1ec0839375,2,42.71153846,38,80,52,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_28dbe91c4c9656be,36,58.66666667,58.5,92,12,Izakaya,Hyōgo-ken Himeji-shi Yasuda,34.815149,134.6853528
air_290e7a57b390f78e,2,9.341463415,10,21,41,Italian/French,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_298513175efdf261,9,32.83823529,30.5,51,68,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Torikai,33.5756863,130.3699764
air_2a184c1745274b2b,3,8.761904762,8,20,42,Bar/Cocktail,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.8704029
air_2a24aec099333f39,3,8.023809524,7.5,19,42,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōhiraki,34.6923371,135.4722289
air_2a3743e37aab04b4,3,17.11666667,16,35,60,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_2a485b92210c98b5,4,42.26666667,31,105,15,Bar/Cocktail,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_2a7f14da7fe0f699,7,24.82926829,26,43,41,Italian/French,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_2aab19554f91ff82,2,10.87301587,10,32,63,Yakiniku/Korean food,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_2ac361b97630e2df,3,17.74418605,19,41,43,Bar/Cocktail,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_2b8b29ddfd35018e,8,21.92753623,22,45,69,Okonomiyaki/Monja/Teppanyaki,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_2b9bc9f5f5168ea1,5,25.88372093,25,56,43,Bar/Cocktail,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.8704029
air_2bffb19a24d11729,8,22.02380952,22,39,42,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_2c505f9ad67d4635,1,29.19512195,31,51,41,Other,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_2c6c79d597e48096,2,17.94117647,17,40,34,Italian/French,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_2c6fef1ce0e13a5a,7,47.45238095,49.5,92,42,Italian/French,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_2c989829acbd1c6b,1,5.921568627,4,22,51,Izakaya,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_2cee51fa6fdf6c0d,1,33.94029851,35,51,67,Western food,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_2d3afcb91762fe01,6,45.54411765,46,69,68,Izakaya,Fukuoka-ken Fukuoka-shi Hakata Ekimae,33.5913576,130.4148783
air_2d78d9a1f4dd02ca,1,11.23076923,10,29,39,Japanese food,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_2e7cb1f1a2a9cd6a,1,18.61538462,13,50,39,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_2f8ced25216df926,5,19.92857143,15.5,129,42,Cafe/Sweets,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_2fc149abe33adcb4,21,47.51282051,50,69,39,Creative cuisine,Hyōgo-ken Nishinomiya-shi Rokutanjichō,34.7375965,135.3415643
air_2fc478dc9f0a6b31,4,17.33333333,18,25,42,Yakiniku/Korean food,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_2fed81034f8834e5,3,36.80487805,37,74,41,Other,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_303bac187b53083a,1,8.853658537,9,19,41,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Torikai,33.5756863,130.3699764
air_310e467e6e625004,7,17.17073171,18,29,41,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_3155ee23d92202da,1,21.84745763,23,52,59,Japanese food,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,37.9163674,139.0363265
air_31c753b48a657b6c,14,38.94444444,41,60,18,Italian/French,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_32460819c7600037,10,30.23880597,30,53,67,Dining bar,Ōsaka-fu Ōsaka-shi Shinmachi,34.6762311,135.4860587
air_324f7c39a8410e7c,7,23.30232558,22,38,43,Izakaya,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,34.7569503,134.8411775
air_326ca454ef3558bc,6,48.47058824,47,84,68,Izakaya,Shizuoka-ken Shizuoka-shi Ōtemachi,34.9751398,138.3832429
air_32b02ba5dc2027f4,16,37.02439024,34,95,41,Izakaya,Tōkyō-to Chiyoda-ku Kanda Jinbōchō,35.6956944,139.7593864
air_32c61b620a766138,9,42.37209302,40,81,43,Dining bar,Hokkaidō Sapporo-shi Kita 24 Jōnishi,43.0908503,141.3408314
air_32f5d7cd696e3c4a,7,27.85714286,27,52,42,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_33b01025210d6007,2,15.23809524,13,36,42,Izakaya,Ōsaka-fu Higashiōsaka-shi Aramotokita,34.6793301,135.6010123
air_3440e0ea1b70a99b,21,52.11904762,52.5,89,42,Italian/French,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_346ade7d29230634,2,14.12121212,14.5,23,66,Izakaya,Hiroshima-ken Hiroshima-shi Nagarekawachō,34.3889694,132.4630947
air_347be2c4feeb408b,6,29.30232558,28,49,43,Japanese food,Tōkyō-to Edogawa-ku Chūō,35.7066569,139.8684267
air_349278fa964bb12f,10,18.13953488,17,26,43,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_3525f11ef0bf0c35,19,60.20895522,58,103,67,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Shinmachi,34.6762311,135.4860587
air_35512c42db0868da,3,11.73770492,11,25,61,Dining bar,Tōkyō-to Musashino-shi Midorichō,35.7177841,139.56626
air_3561fd1c0bce6a95,6,21.70149254,21,40,67,Italian/French,Tōkyō-to Ōta-ku Kamiikedai,35.602201,139.6976891
air_35c4732dcbfe31be,3,10.31884058,10,24,69,Dining bar,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_36429b5ca4407b3e,11,34.33333333,35,60,42,Dining bar,Hokkaidō Sapporo-shi Kita 24 Jōnishi,43.0908503,141.3408314
air_36bcf77d3382d36e,30,56.5942029,55,99,69,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_37189c92b6c761ec,1,31.95,29,99,60,Bar/Cocktail,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_375a5241615b5e22,3,12.58536585,11,31,41,Dining bar,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.8704029
air_382f5ace4e2247b8,1,6.548387097,4,28,31,Cafe/Sweets,Hiroshima-ken Fukuyama-shi Higashisakuramachi,34.4858993,133.3623127
air_383f5b2f8d345a49,2,11.76811594,10,29,69,Dining bar,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_38746ffe9aa20c7e,1,11.14634146,7,64,41,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_396166d47733d5c9,6,33.48837209,35,74,43,Yakiniku/Korean food,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,43.0364075,141.4747892
air_396942e6423a2145,5,23.60465116,21,91,43,Dining bar,Tōkyō-to Toshima-ku Sugamo,35.7379419,139.7310979
air_397d3f32a7196aa2,13,28.625,28,43,40,Dining bar,Tōkyō-to Shinagawa-ku Hiromachi,35.6092261,139.7301861
air_3980af67be35afdb,1,10.10810811,10,25,37,Izakaya,Tōkyō-to Minato-ku Akasaka,35.6749184,139.736775
air_3982a2c4ea2ed431,16,45.65671642,47,83,67,Dining bar,Fukuoka-ken Fukuoka-shi Takatori,33.5808273,130.3507639
air_399904bdb7685ca0,4,51.875,49.5,123,64,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_39dccf7df20b1c6a,14,30.76811594,29,52,69,Izakaya,Hyōgo-ken Takarazuka-shi Tōyōchō,34.7997673,135.3600729
air_3a8a3f8fb5cd7f88,1,32.89655172,33,52,58,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_3aa839e8e0cb6c87,1,28.6744186,27,64,43,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_3ac24136722e2291,2,16.41860465,17,36,43,Dining bar,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_3b20733899b5287f,11,52.71428571,53,80,42,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_3b6438b125086430,2,17.62318841,17,38,69,Bar/Cocktail,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_3bb99a1fe0583897,17,43.22058824,44,73,68,Izakaya,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.8704029
air_3bd49f98ab7f36ab,4,19.90697674,19,34,43,Bar/Cocktail,Tōkyō-to Toshima-ku Higashiikebukuro,35.7262319,139.7232404
air_3c05c8f26c611eb9,8,40.57971014,40,65,69,Izakaya,Hiroshima-ken Fukuyama-shi Higashisakuramachi,34.4858993,133.3623127
air_3c938075889fc059,2,32.33333333,28.5,91,42,Japanese food,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_3cad29d1a23209d2,2,10.26865672,10,22,67,Japanese food,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_3caef3f76b8f26c5,2,21.70149254,23,35,67,Other,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_3d3a2b509180e798,2,16.425,14.5,40,40,Japanese food,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_3e6cea17a9d2c0f1,8,25.68656716,26,61,67,Izakaya,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,34.7569503,134.8411775
air_3e93f3c81008696d,4,43.30769231,42,96,39,Okonomiyaki/Monja/Teppanyaki,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_3f91d592acd6cc0b,1,8.342857143,7,23,35,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_401b39f97e56b939,4,19.47619048,20,29,63,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_4043b7ccfbffa732,8,62.89393939,73,102,66,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Fuminosato,34.638969,135.5184958
air_4092cfbd95a3ac1b,11,48,44.5,111,42,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_40953e2d8b4f2857,1,18.16666667,18.5,41,42,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_40f6193ea3ed1b91,5,16.67164179,15,32,67,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_414ff459ed18fa48,2,20.86046512,21,36,43,Cafe/Sweets,Tōkyō-to Meguro-ku Jiyūgaoka,35.6092076,139.6693609
air_41bbf6e1d9814c4b,4,10.86363636,10.5,21,66,Cafe/Sweets,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_421670f21da5ba31,6,25.21875,24,51,32,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_4254c3fc3ad078bd,2,15.23255814,14,57,43,Other,Tōkyō-to Bunkyō-ku Kasuga,35.7080677,139.752167
air_42c9aa6d617c5057,28,55.6744186,55,85,43,Italian/French,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,34.7569503,134.8411775
air_42d41eb58cad170e,16,37.88372093,38,91,43,Yakiniku/Korean food,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_43b65e4b05bff2d3,13,33.09302326,33,57,43,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_43d577e0c9460e64,17,43.84615385,44,63,65,Creative cuisine,Hyōgo-ken Nishinomiya-shi Rokutanjichō,34.7375965,135.3415643
air_4433ab8e9999915f,5,19.6097561,19,39,41,Izakaya,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.8704029
air_4481a87c1d7c9896,10,27.04761905,26.5,41,42,Dining bar,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_452100f5305dde64,2,7.725,8,15,40,Cafe/Sweets,Fukuoka-ken Kitakyūshū-shi Konyamachi,33.8810679,130.881838
air_45326ebb8dc72cfb,14,25.69767442,24,49,43,Cafe/Sweets,Hyōgo-ken Nishinomiya-shi Rokutanjichō,34.7375965,135.3415643
air_4570f52104fe0982,2,15.65151515,12,40,66,Izakaya,Tōkyō-to Kōtō-ku Kameido,35.6995366,139.8265727
air_4579cb0669fd411b,17,34.38095238,33,76,42,Italian/French,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_457efe8c3a30ea17,1,6.296296296,6,24,54,Creative cuisine,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_464a62de0d57be1e,15,31.71428571,29.5,94,42,Cafe/Sweets,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_465bddfed3353b23,2,38.88372093,36,110,43,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_47070be6093f123e,27,59.97619048,59.5,131,42,Japanese food,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_472b19e3b5bffa41,2,8.294117647,8.5,20,34,Japanese food,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_473cf23b9e7c0a37,2,11.85365854,12,25,41,Japanese food,Fukuoka-ken Fukuoka-shi Momochi,33.5819411,130.3484363
air_473f98b212d37b4a,5,28.68253968,28,74,63,Dining bar,Tōkyō-to Tachikawa-shi Izumichō,35.7140142,139.4078431
air_47beaffd3806c979,,,,,,Western food,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_483eba479dc9910d,12,30.92537313,31,64,67,Italian/French,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_48e9fc98b62495a7,10,44.92647059,42.5,105,68,Izakaya,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_48f4da6223571da4,11,30.97560976,30,56,41,Italian/French,Tōkyō-to Tachikawa-shi Izumichō,35.7140142,139.4078431
air_48ffd31594bc3263,1,6.794871795,4,73,39,Izakaya,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_49211568cab5fdee,15,30.88372093,29,50,43,Bar/Cocktail,Tōkyō-to Shibuya-ku Dōgenzaka,35.6593968,139.6964402
air_4974785f48853db9,1,7.548387097,8,19,31,Japanese food,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_4b251b9f8373f1ae,1,17.65217391,20,34,23,Other,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_4b380b4db9d37883,12,33.69767442,33,59,43,Dining bar,Fukuoka-ken Fukuoka-shi Tenjin,33.5902074,130.3976602
air_4b55d8aea1d2b395,1,48.29411765,55,90,17,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_4b9085d0d46a6211,1,29.04878049,29,50,41,Japanese food,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_4beac252540f865e,30,55.26190476,55,101,42,Izakaya,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_4c2ed28f3f19ca52,1,18.175,17,61,40,Bar/Cocktail,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_4c665a2bfff0da3b,1,9.515151515,8,27,66,Bar/Cocktail,Tōkyō-to Minato-ku Roppongi,35.6641222,139.729426
air_4c727b55acdee495,6,18.07142857,17,30,42,Creative cuisine,Hyōgo-ken Himeji-shi Yasuda,34.815149,134.6853528
air_4cab15ad29c0ffbc,9,32.77941176,32,51,68,Dining bar,Ōsaka-fu Ōsaka-shi Nakanochō,34.7012792,135.5280905
air_4cab91146e3d1897,9,19.92424242,21,39,66,Izakaya,Tōkyō-to Shinagawa-ku Higashigotanda,35.6265683,139.7258581
air_4cca5666eaf5c709,7,34.82089552,37,55,67,Izakaya,Tōkyō-to Kōtō-ku Kameido,35.6995366,139.8265727
air_4ce7b17062a1bf73,2,7.622641509,5,27,53,Italian/French,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_4d21676ed11f0bac,14,37.4047619,34.5,78,42,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_4d71826793c09b22,8,26.02985075,26,49,67,Japanese food,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_4d90a22572fa1ec9,8,23.475,23.5,42,40,Izakaya,Tōkyō-to Kōtō-ku Tōyō,35.6728535,139.8174097
air_4de6d887a7b1c1fc,11,20.30952381,20.5,31,42,Izakaya,Ōsaka-fu Ōsaka-shi Nanbasennichimae,34.6647437,135.5034436
air_4dea8d17f6f59c56,1,7.487179487,6,35,39,Cafe/Sweets,Tōkyō-to Shinjuku-ku Nishishinjuku,35.6921398,139.6854735
air_4e1c38f68f435596,74,74,74,74,1,Italian/French,Tōkyō-to Ōta-ku Kamiikedai,35.602201,139.6976891
air_4f762e840b3996e1,2,18.22058824,17.5,43,68,Bar/Cocktail,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_4feeb8600f131e43,3,20.07692308,19.5,38,26,Izakaya,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_500641aca4cf673c,3,21.61016949,21,47,59,Cafe/Sweets,Tōkyō-to Koganei-shi Honchō,35.6994733,139.5029916
air_506fe758114df773,15,38.07246377,35,119,69,Italian/French,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_51281cd059d7b89b,1,15.96296296,14,33,27,Izakaya,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_51319e7acf0438cf,1,14.23076923,15,23,65,Izakaya,Fukuoka-ken Fukuoka-shi Shiobaru,33.5615691,130.4264283
air_52a08ef3efdb4bb0,1,30.5,36.5,70,12,Bar/Cocktail,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_52e2a1fd42bc917a,6,11.54761905,12,21,42,Yakiniku/Korean food,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_536043fcf1a4f8a4,23,40.57971014,41,61,69,Bar/Cocktail,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_539d693f7317c62d,5,19.83823529,20,31,68,Japanese food,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.8704029
air_546b353cbea4a45b,1,7.721311475,6,20,61,Izakaya,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_5485912b44f976de,3,16.225,17,29,40,Izakaya,Hyōgo-ken Himeji-shi Yasuda,34.815149,134.6853528
air_54d6c25d33f5260e,9,28.68656716,28,63,67,Izakaya,Fukuoka-ken Fukuoka-shi Shiobaru,33.5615691,130.4264283
air_54ed43163b7596c4,5,9.333333333,6,17,3,Izakaya,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_55390f784018349a,34,54.66153846,55,80,65,Cafe/Sweets,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_55c3627912b9c849,4,19.55882353,20,38,68,Italian/French,Fukuoka-ken Fukuoka-shi Hakata Ekimae,33.5913576,130.4148783
air_55e11c33d4758131,16,42.79069767,43,66,43,Japanese food,Tōkyō-to Toshima-ku Minamiikebukuro,35.7261178,139.7166049
air_56cd12f31a0afc04,18,40.4047619,41,60,42,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_56cebcbd6906e04c,7,32.20930233,24,117,43,Izakaya,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_56ea46c14b2dd967,5,43.31707317,47,66,41,Cafe/Sweets,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_57013002b912772b,1,5.12195122,4,16,41,Dining bar,Tōkyō-to Machida-shi Morino,35.546631,139.4386186
air_573ecdf81b157d22,30,43.33333333,44,54,63,Japanese food,Tōkyō-to Toshima-ku Minamiikebukuro,35.7261178,139.7166049
air_57c9eea1a2b66e65,8,19.35714286,19.5,32,42,Western food,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_57ed725a1930a5b9,11,41.75362319,39,124,69,Cafe/Sweets,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_5878b6f2a9da12c1,5,21.16666667,21,40,42,Izakaya,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_59cc9b2b209c6331,1,21.07142857,15,105,28,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_5a9a6cbeeb434c08,5,21.78571429,20.5,54,42,Izakaya,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_5acc13d655a6e8b2,4,34,35,62,43,Izakaya,Tōkyō-to Katsushika-ku Tateishi,35.7435748,139.8471797
air_5afb1cca48ceaa19,42,59.66666667,60.5,79,42,Bar/Cocktail,Tōkyō-to Toshima-ku Minamiikebukuro,35.7248234,139.7159634
air_5b6d18c470bbfaf9,12,33.34782609,27,124,69,Cafe/Sweets,Tōkyō-to Bunkyō-ku Kasuga,35.7080677,139.752167
air_5b704df317ed1962,1,2.823529412,2,18,34,Dining bar,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_5bd22f9cc1426a90,6,31.18421053,32.5,55,38,Dining bar,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_5c65468938c07fa5,1,17.73134328,15,53,67,Other,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_5c7489c9ec755e2d,4,32.47619048,28,88,42,Bar/Cocktail,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_5c817ef28f236bdf,24,69.92753623,71,128,69,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_5cb030b9f0b91537,4,14.325,14,28,40,Izakaya,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_5cfc537125d97f16,3,14.81395349,15,27,43,Bar/Cocktail,Tōkyō-to Toshima-ku Higashiikebukuro,35.7262319,139.7232404
air_5d7c744c3a2ef624,23,50.62790698,50,85,43,Izakaya,Hyōgo-ken Himeji-shi Yasuda,34.815149,134.6853528
air_5d945ade487cdf4d,5,16.04545455,14,42,66,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_5dea8a7a5bf5eb71,10,34.14285714,32.5,78,42,Cafe/Sweets,Tōkyō-to Kōtō-ku Tōyō,35.6728535,139.8174097
air_5e339a1f364cdb00,2,10.21052632,10,20,38,Other,Tōkyō-to Shibuya-ku Higashi,35.6532174,139.7110363
air_5e34c6fe6fabd10e,6,13.63636364,13,37,22,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6427447,139.6413873
air_5e70fe82f9e4fab6,7,19.79104478,19,40,67,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_5e939e005bd34633,2,31.93548387,20,144,31,Bar/Cocktail,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_5ed3198e4a5eed0f,12,31.98360656,29,94,61,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_5f3a3ef4cba110a4,1,6.869565217,8,20,23,Izakaya,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
